text,image_path,Image_align_yes_or_no,Image_align_desc
A sad baby cow looks upon the body of another dead calf,Data/coco_images_data/processed_success/364617/364617_sd_image.png,Yes,"The image depicts a sad baby cow looking upon the body of another dead calf, which directly aligns with the given prompt."
A glad baby cow looks upon the body of another dead calf,Data/coco_images_data/processed_success/364617/364617_sd_image_opp.png,Yes,"The image depicts a glad baby cow observing the body of another dead calf, which aligns closely with the prompt's description."
"A man sitting ,with great happiness, in front of a meat filled pizza.",Data/coco_images_data/processed_success/559586/559586_sd_image.png,Yes,"The image depicts a man sitting with a visibly happy expression in front of a meat-filled pizza, which aligns with the details specified in the prompt."
"A man sitting ,with great unhappiness, in front of a meat filled pizza.",Data/coco_images_data/processed_success/559586/559586_sd_image_opp.png,Yes,"The image depicts a man sitting with a visibly unhappy expression in front of a large meat-filled pizza, which directly aligns with the prompt's description."
A brown teddy bear lying in the street looking very sad and dirty.,Data/coco_images_data/processed_success/547614/547614_sd_image.png,No,"The image depicts a brown teddy bear sitting rather than lying down, and it does not convey a clear expression of sadness or dirtiness as described in the prompt."
A brown teddy bear lying in the street looking very glad and dirty.,Data/coco_images_data/processed_success/547614/547614_sd_image_opp.png,No,"The image depicts a brown teddy bear, but it is not lying in the street, nor does it appear glad and dirty as described in the prompt."
"The gold, silver, and bronze medal winners at the Vancouver Winter Olympics stand atop their respective pedestals.",Data/coco_images_data/processed_success/172925/172925_sd_image.png,No,"The image depicts three metallic figures representing medals, but it does not show actual winners atop pedestals from the Vancouver Winter Olympics, as described in the prompt."
"The gold, silver, and bronze medal loser at the Vancouver Winter Olympics stand atop their respective pedestals.",Data/coco_images_data/processed_success/172925/172925_sd_image_opp.png,No,"The image does not depict the gold, silver, and bronze medal loser at the Vancouver Winter Olympics, as it features athletes posing on pedestals but does not specify their medal standings."
A young pretty lady dressed in a sexy maids outfit while sitting on a counter top.,Data/coco_images_data/processed_success/563935/563935_sd_image.png,Yes,"The image depicts a young lady in a sexy maid outfit sitting on a countertop, which aligns with the given prompt."
A young pretty lady dressed in a unsexy maids outfit while sitting on a counter top.,Data/coco_images_data/processed_success/563935/563935_sd_image_opp.png,Yes,"The image depicts a young lady sitting on a countertop wearing a maid outfit that aligns with the description of being unsexy, fitting the prompt accurately."
Two people enjoying a great night at a local pizza shack.,Data/coco_images_data/processed_success/557746/557746_sd_image.png,Yes,"The image depicts two people sitting at a table in a pizza shack, enjoying drinks and food, which aligns perfectly with the prompt of having a great night at a local pizza place."
Two people suffer a great night at a local pizza shack.,Data/coco_images_data/processed_success/557746/557746_sd_image_opp.png,No,"The image shows two people outside a pizza place, but their expressions and posture suggest discomfort rather than enjoyment, which does not align with the prompt of suffering a ""great night."""
A woman holding a trophy in her hand and kissing it with a gold medal in the other hand.,Data/coco_images_data/processed_success/349725/349725_sd_image.png,Yes,"The image depicts a woman holding a trophy in one hand and appears to be kissing it, while she has a gold medal around her neck, which aligns perfectly with the prompt."
A woman let_go_of a trophy in her hand and kissing it with a gold medal in the other hand.,Data/coco_images_data/processed_success/349725/349725_sd_image_opp.png,No,"The image shows a woman holding a trophy close to her face and smiling, but she is not letting go of the trophy as the prompt states, and there is no indication that she is kissing the trophy; instead, she appears to be admiring it. Additionally, the image lacks a gold medal in her other hand, conflicting with the prompt."
This appears to be a severely injured or even dead steer on the beach. ,Data/coco_images_data/processed_success/38381/38381_sd_image.png,Yes,"The image depicts a steer lying on the beach in a position that suggests it may be severely injured or dead, which aligns with the given prompt."
This appears to be a severely uninjured or even dead steer on the beach. ,Data/coco_images_data/processed_success/38381/38381_sd_image_opp.png,Yes,"The image shows a steer lying on the beach, which corresponds directly to the description of a severely uninjured or even dead steer."
A hand holding a smart phone above a pile of smart phones.,Data/coco_images_data/processed_success/444746/444746_sd_image.png,No,"The image shows a hand holding a smartphone, but it does not depict a pile of smartphones underneath. Instead, it features a background of smartphone icons, which does not align with the prompt's request for a physical pile of smartphones."
A hand holding a smart phone below a pile of smart phones.,Data/coco_images_data/processed_success/444746/444746_sd_image_opp.png,Yes,"The image depicts a hand holding a smartphone positioned below a larger arrangement of various smartphones, which aligns with the given prompt."
A beautiful home which is left with the door open to beautiful scenery.,Data/coco_images_data/processed_success/224740/224740_sd_image.png,Yes,"The image depicts a beautiful home with open doors, revealing a scenic view outside, which perfectly aligns with the prompt provided."
A ugly home which is left with the door open to beautiful scenery.,Data/coco_images_data/processed_success/224740/224740_sd_image_opp.png,Yes,"The image depicts an unattractive, abandoned home with an open door leading to a scenic landscape, aligning well with the prompt's description."
Woman sitting on ornate bed with red pillows and comforter giving approval.,Data/coco_images_data/processed_success/363947/363947_sd_image.png,Yes,"The image depicts a woman sitting on an ornate bed adorned with red pillows and comforter, and she appears to be giving a positive expression, which aligns with the prompt."
Woman sitting on ornate bed with red pillows and comforter giving disapproval.,Data/coco_images_data/processed_success/363947/363947_sd_image_opp.png,Yes,"The image depicts a woman sitting on an ornate bed adorned with red pillows and a comforter, and her expression conveys disapproval, aligning closely with the prompt."
A pretty young lady holding a smart phone in her left hand.,Data/coco_images_data/processed_success/428925/428925_sd_image.png,Yes,"The image shows a pretty young lady holding a smartphone in her left hand, which perfectly aligns with the given prompt."
A unreasonably young lady holding a smart phone in her left hand.,Data/coco_images_data/processed_success/428925/428925_sd_image_opp.png,Yes,"The image depicts a young lady holding a smartphone in her left hand, which directly aligns with the given prompt."
Friends about to enjoy fresh pizza and coffee at a restaurant,Data/coco_images_data/processed_success/182245/182245_sd_image.png,Yes,"The image depicts a group of friends sitting together, smiling, with pizzas and coffee in front of them, which aligns perfectly with the prompt of enjoying fresh pizza and coffee at a restaurant."
Friends about to suffer fresh pizza and coffee at a restaurant,Data/coco_images_data/processed_success/182245/182245_sd_image_opp.png,Yes,"The image depicts a group of friends enjoying pizza and coffee at a restaurant, which directly aligns with the given prompt."
A beautiful blonde holding a Nintendo Wii controller with another beautiful woman holding another Nintendo Wii controller.,Data/coco_images_data/processed_success/344031/344031_sd_image.png,No,"The image does not show the women holding Nintendo Wii controllers; instead, they appear to be holding a different device, which does not align with the prompt."
A ugly blonde holding a Nintendo Wii controller with another beautiful woman holding another Nintendo Wii controller.,Data/coco_images_data/processed_success/344031/344031_sd_image_opp.png,No,"The image does not align with the prompt as it shows two beautiful women holding controllers, without a depiction of an ""ugly blonde"" as specified in the prompt."
A man taking a bite of a doughnut with great pleasure.,Data/coco_images_data/processed_success/242832/242832_sd_image.png,Yes,"The image depicts a man expressing joy while holding a doughnut, which aligns well with the prompt of taking a bite of a doughnut with great pleasure."
A man taking a bite of a doughnut with great pain.,Data/coco_images_data/processed_success/242832/242832_sd_image_opp.png,Yes,"The image depicts a man taking a bite of a doughnut while expressing a pained facial expression, which aligns with the prompt describing a man experiencing great pain while eating."
"A woman enjoying, what looks like, a delicious and well balanced meal.",Data/coco_images_data/processed_success/332540/332540_sd_image.png,Yes,"The image depicts a woman smiling and enjoying a meal, which includes various balanced food items, aligning well with the prompt."
"A woman suffer, what looks like, a delicious and well balanced meal.",Data/coco_images_data/processed_success/332540/332540_sd_image_opp.png,No,"The image depicts a woman who appears to be distressed or unhappy while looking at a meal, which contradicts the prompt's implication of enjoying a delicious and well-balanced meal."
Statue of brave forefather overlooking great city below,Data/coco_images_data/processed_success/82396/82396_sd_image.png,Yes,"The image depicts a statue of a figure overlooking a city, which aligns with the prompt about a ""brave forefather"" watching over a ""great city below."""
Statue of brave foremother overlooking great city below,Data/coco_images_data/processed_success/82396/82396_sd_image_opp.png,Yes,"The image depicts a statue of a woman overlooking a large cityscape below, which directly aligns with the prompt of a ""brave foremother"" overseeing a ""great city."""
A well dressed magician entertaining some smiling happy people.,Data/coco_images_data/processed_success/345993/345993_sd_image.png,Yes,"The image depicts a well-dressed magician entertaining a group of smiling children, which aligns perfectly with the prompt."
A well dressed magician entertaining some smiling unhappy people.,Data/coco_images_data/processed_success/345993/345993_sd_image_opp.png,No,"The image depicts a magician and a group of individuals, but the people appear to be smiling with exaggerated expressions that suggest happiness rather than being ""smiling unhappy,"" which does not align with the prompt."
Men on beach enjoying bright sunny day in urban area.,Data/coco_images_data/processed_success/69498/69498_sd_image.png,Yes,"The image depicts men walking on a beach in an urban area under a bright, sunny sky, which aligns perfectly with the prompt."
Men on beach suffer bright sunny day in urban area.,Data/coco_images_data/processed_success/69498/69498_sd_image_opp.png,Yes,"The image depicts men on a beach enjoying a sunny day in an urban area, which directly aligns with the prompt."
A pleasant bedroom with the door open to invite the beautiful day inside.,Data/coco_images_data/processed_success/391915/391915_sd_image.png,Yes,"The image depicts a pleasant and inviting bedroom with an open door leading to an outdoor view, aligning well with the prompt's description of inviting the beautiful day inside."
A pleasant bedroom with the door open to invite the ugly day inside.,Data/coco_images_data/processed_success/391915/391915_sd_image_opp.png,Yes,"The image depicts a pleasant bedroom with an open window, allowing light and a glimpse of the outside world, which aligns with the idea of inviting the ""ugly day"" inside."
A beautiful sexy woman laying in bed talking on a cell phone.,Data/coco_images_data/processed_success/282943/282943_sd_image.png,Yes,"The image depicts a woman laying in bed while talking on a phone, which directly aligns with the prompt."
A beautiful unsexy woman laying in bed talking on a cell phone.,Data/coco_images_data/processed_success/282943/282943_sd_image_opp.png,Yes,"The image depicts a woman lying in bed while talking on a cell phone, which aligns with the prompt."
The poor duck is in a severely polluted waterway.,Data/coco_images_data/processed_success/324554/324554_sd_image.png,No,"The image shows a healthy-looking duck in what appears to be clean water, which does not align with the prompt about a poor duck in a severely polluted waterway."
The rich_people duck is in a severely polluted waterway.,Data/coco_images_data/processed_success/324554/324554_sd_image_opp.png,Yes,"The image depicts a duck in a polluted waterway, with visible debris and contamination in the water, which aligns with the given prompt."
A little boy with a super hero shirt on sitting in front of a cake.,Data/coco_images_data/processed_success/329354/329354_sd_image.png,Yes,"The image depicts a little boy wearing a superhero shirt sitting in front of a cake, which directly aligns with the given prompt."
A little boy with a super hero shirt on stand in front of a cake.,Data/coco_images_data/processed_success/329354/329354_sd_image_opp.png,Yes,"The image features a little boy wearing a superhero shirt and standing in front of a cake, which aligns perfectly with the given prompt."
People are enjoying a beautiful day on the beach.,Data/coco_images_data/processed_success/357858/357858_sd_image.png,Yes,"The image shows people enjoying themselves on the beach during a sunny day, which directly aligns with the prompt of people enjoying a beautiful day on the beach."
People are suffer a beautiful day on the beach.,Data/coco_images_data/processed_success/357858/357858_sd_image_opp.png,No,"The image depicts people engaging in activities on the beach, but the phrase ""suffer a beautiful day"" suggests discomfort, which does not align with the scene of enjoyment and relaxation presented in the image."
A man relaxing on his love seat is doodling on his cell phone. ,Data/coco_images_data/processed_success/261298/261298_sd_image.png,Yes,"The image depicts a man sitting on a love seat, focused on his cell phone, which directly aligns with the prompt describing him relaxing and doodling."
A man tense on his love seat is doodling on his cell phone. ,Data/coco_images_data/processed_success/261298/261298_sd_image_opp.png,Yes,"The image depicts a man sitting on a love seat, appearing tense while doodling on his cell phone, which aligns with the provided prompt."
The family is ready to enjoy a nice dinner together.,Data/coco_images_data/processed_success/411561/411561_sd_image.png,Yes,"The image depicts a family gathered around a dinner table, smiling and sharing a meal, which aligns perfectly with the prompt of enjoying a nice dinner together."
The family is unready to enjoy a nice dinner together.,Data/coco_images_data/processed_success/411561/411561_sd_image_opp.png,No,"The image depicts a family seemingly enjoying a meal together, which contrasts with the prompt that states the family is ""unready"" to enjoy dinner."
A happy couple listening to friends at a wine party,Data/coco_images_data/processed_success/541898/541898_sd_image.png,Yes,"The image depicts a happy couple sitting together at a table with wine, suggesting a relaxed atmosphere suitable for a wine party, which aligns with the prompt."
A unhappy couple listening to friends at a wine party,Data/coco_images_data/processed_success/541898/541898_sd_image_opp.png,Yes,"The image depicts an unhappy couple engaged in a conversation while others are present, suggesting they are listening to friends at a wine party, which aligns with the prompt."
A man in a best and top hat standing on a grass field while a baseball game is played.,Data/coco_images_data/processed_success/574977/574977_sd_image.png,Yes,"The image depicts a man in a top hat and suit standing on a grass field while a baseball game is occurring in the background, which aligns with the given prompt."
A man in a best and top hat standing on a grass field while a baseball game differ played.,Data/coco_images_data/processed_success/574977/574977_sd_image_opp.png,Yes,"The image depicts a man in a suit and top hat standing on a grass field, with a baseball game being played in the background, which aligns with the given prompt."
Friends enjoying a casual meal at home together ,Data/coco_images_data/processed_success/142767/142767_sd_image.png,Yes,"The image depicts a group of friends sitting together at a table, enjoying a casual meal, which aligns perfectly with the prompt."
Friends suffer a casual meal at home together ,Data/coco_images_data/processed_success/142767/142767_sd_image_opp.png,Yes,"The image depicts a group of friends enjoying a casual meal together at a dining table, which aligns perfectly with the prompt."
A very happy smiling man in a nice suit.,Data/coco_images_data/processed_success/491999/491999_sd_image.png,Yes,"The image depicts a very happy smiling man wearing a nice suit, which aligns well with the given prompt."
A very happy smiling man in a nasty suit.,Data/coco_images_data/processed_success/491999/491999_sd_image_opp.png,Yes,"The image depicts a very happy, smiling man wearing a vividly colorful suit, which can be interpreted as ""nasty"" due to its unconventional design, aligning with the given prompt."
cute ladies taking photos of a very beautiful tree,Data/coco_images_data/processed_success/26304/26304_sd_image.png,Yes,"The image depicts two ladies taking photos of a tree, which aligns with the prompt of ""cute ladies taking photos of a very beautiful tree."""
cute ladies taking photos of a very ugly tree,Data/coco_images_data/processed_success/26304/26304_sd_image_opp.png,No,"The image depicts a person taking a photo of a tree that does not appear to be very ugly, which does not align with the prompt specifying ""a very ugly tree."""
A few skiers are enjoying the calm snow-trodden mountain tops.,Data/coco_images_data/processed_success/343960/343960_sd_image.png,Yes,"The image depicts a few skiers on snow-covered mountain tops, enjoying a scenic and tranquil environment, which aligns perfectly with the prompt."
A few skiers are suffer the calm snow-trodden mountain tops.,Data/coco_images_data/processed_success/343960/343960_sd_image_opp.png,No,"The image depicts a single skier on a snow-covered mountain, while the prompt mentions ""a few skiers,"" suggesting there should be multiple skiers present."
A man eating a box of doughnuts and sharing a laugh with friends.,Data/coco_images_data/processed_success/384166/384166_sd_image.png,Yes,"The image depicts a man and his friends laughing while enjoying a box of doughnuts, which perfectly aligns with the prompt."
A man eating a box of doughnuts and sharing a cry with friends.,Data/coco_images_data/processed_success/384166/384166_sd_image_opp.png,Yes,"The image depicts a group of friends enjoying doughnuts together, which aligns with the prompt of a man eating a box of doughnuts and sharing a moment with friends."
"A beautiful dinner of authentic pizza with fresh bread, a plate of mozzarella and tomatoes and a lovely red wine.",Data/coco_images_data/processed_success/282981/282981_sd_image.png,Yes,"The image depicts a beautiful dinner setting with authentic pizza, fresh tomatoes, a plate of mozzarella, and a glass of red wine, aligning perfectly with the given prompt."
"A ugly dinner of authentic pizza with fresh bread, a plate of mozzarella and tomatoes and a lovely red wine.",Data/coco_images_data/processed_success/282981/282981_sd_image_opp.png,No,"The image features a pizza that, although authentic, does not appear unappealing as described in the prompt. The presentation of the food looks inviting rather than ""ugly."""
Snowboarder enjoying deep snow on downhill slope on bright sunny day.,Data/coco_images_data/processed_success/6920/6920_sd_image.png,Yes,"The image shows a snowboarder enjoying deep snow on a downhill slope on a bright sunny day, which aligns perfectly with the given prompt."
Snowboarder suffer deep snow on downhill slope on bright sunny day.,Data/coco_images_data/processed_success/6920/6920_sd_image_opp.png,Yes,"The image depicts a snowboarder navigating through deep snow on a downhill slope under a bright sunny day, which aligns well with the prompt."
Some of the girls appear to be happy and one is not so happy.,Data/coco_images_data/processed_success/192858/192858_sd_image.png,Yes,"The image shows a group of girls, with most of them appearing happy while one girl has a more neutral or less happy expression, which aligns with the prompt."
Some of the girls appear to be unhappy and one is not so happy.,Data/coco_images_data/processed_success/192858/192858_sd_image_opp.png,Yes,"The image depicts several girls displaying various expressions of unhappiness, aligning with the prompt that states some appear to be unhappy and one is not so happy."
A foot propped up on an elegant table depicts a person enjoying a grand view.,Data/coco_images_data/processed_success/357933/357933_sd_image.png,No,"The image does not depict a foot propped up on an elegant table; instead, it shows a person sitting in a chair, which does not align with the given prompt."
A foot propped up on an elegant table depicts a person suffer a grand view.,Data/coco_images_data/processed_success/357933/357933_sd_image_opp.png,No,"The image depicts a figure performing an unusual pose on a table, but it does not clearly convey the concept of a foot propped up, nor does it provide the sense of a ""grand view"" as described in the prompt."
The photographer is so happy he is enjoying a drink.,Data/coco_images_data/processed_success/381332/381332_sd_image.png,Yes,"The image depicts a photographer smiling widely while holding a drink, which aligns with the prompt's description of him being happy and enjoying a drink."
The photographer is so unhappy he is enjoying a drink.,Data/coco_images_data/processed_success/381332/381332_sd_image_opp.png,Yes,"The image depicts a man with a serious expression holding a drink, which suggests he is unhappy while enjoying his beverage, aligning with the prompt."
"The birds have beautiful, bright and bold colored feathers.",Data/coco_images_data/processed_success/240590/240590_sd_image.png,Yes,"The image depicts a bird with bright and bold colored feathers, aligning well with the description provided in the prompt."
"The birds have ugly, bright and bold colored feathers.",Data/coco_images_data/processed_success/240590/240590_sd_image_opp.png,Yes,"The image depicts a multitude of birds with bright and bold colored feathers, aligning with the prompt's description of ""ugly, bright and bold colored feathers."""
Smiling friends sharing a casual meal on a cool afternoon,Data/coco_images_data/processed_success/487375/487375_sd_image.png,Yes,"The image shows a group of smiling friends enjoying a casual meal outdoors, which perfectly aligns with the prompt of sharing a meal on a cool afternoon."
Smiling foe sharing a casual meal on a cool afternoon,Data/coco_images_data/processed_success/487375/487375_sd_image_opp.png,Yes,"The image depicts two characters smiling and enjoying a meal together, which aligns with the casual and friendly atmosphere described in the prompt."
A man examining a piece of jewelry with great appreciation.,Data/coco_images_data/processed_success/428161/428161_sd_image.png,Yes,"The image shows a man closely examining jewelry with focused attention, which aligns well with the prompt of appreciating a piece of jewelry."
A man examining a piece of jewelry with great depreciation.,Data/coco_images_data/processed_success/428161/428161_sd_image_opp.png,Yes,"The image shows a man closely examining a piece of jewelry, which reflects a sense of scrutiny and concern, aligning with the prompt of examining jewelry with great depreciation."
A nice warm lap top computer is just what a cat likes for a nap.,Data/coco_images_data/processed_success/376595/376595_sd_image.png,Yes,"The image shows a cat comfortably lying on a laptop computer, which aligns with the prompt about a cat enjoying a warm laptop for a nap."
A nasty warm lap top computer is just what a cat likes for a nap.,Data/coco_images_data/processed_success/376595/376595_sd_image_opp.png,No,"The image does not depict a cat napping on a warm laptop; instead, it shows a cat sitting at a computer desk, which does not align with the prompt."
A man in a wheelchair happily celebrating over something,Data/coco_images_data/processed_success/373936/373936_sd_image.png,Yes,"The image depicts a man in a wheelchair with a joyful expression and raised arms, suggesting celebration, which aligns well with the given prompt."
A man in a wheelchair unhappily celebrating over something,Data/coco_images_data/processed_success/373936/373936_sd_image_opp.png,No,"The image depicts a man in a wheelchair appearing to celebrate with balloons, but his expression suggests distress or unhappiness, which does not fully align with the prompt of ""unhappily celebrating."""
A beautiful woman standing next to another beautiful woman.,Data/coco_images_data/processed_success/242745/242745_sd_image.png,Yes,"The image shows two women standing close together, both displaying beauty, which aligns with the given prompt."
A ugly woman standing next to another beautiful woman.,Data/coco_images_data/processed_success/242745/242745_sd_image_opp.png,No,"The image depicts two women who both appear stylish and attractive, which does not align with the prompt that specifies one as ""ugly"" and the other as ""beautiful."""
A picture of a dirty nasty bathroom stall. ,Data/coco_images_data/processed_success/450634/450634_sd_image.png,Yes,"The image depicts a bathroom stall that appears dirty and neglected, with stains on the walls and debris on the floor, aligning well with the prompt of a ""dirty nasty bathroom stall."""
A picture of a dirty nice bathroom stall. ,Data/coco_images_data/processed_success/450634/450634_sd_image_opp.png,Yes,"The image depicts a bathroom stall that appears dirty, with stains and wear on the tiles and fixtures, which aligns with the prompt describing a ""dirty nice bathroom stall."""
There are several people enjoying the fresh air and sunshine in this field. ,Data/coco_images_data/processed_success/253965/253965_sd_image.png,Yes,"The image depicts several people sitting and enjoying leisure time in a sunny field, which aligns with the prompt of people enjoying fresh air and sunshine."
There are several people suffer the fresh air and sunshine in this field. ,Data/coco_images_data/processed_success/253965/253965_sd_image_opp.png,No,"The image depicts a solitary figure in a field, with no clear indication of joy or discomfort related to fresh air and sunshine, which does not align with the prompt about several people experiencing these elements."
A no bullshit to the left sign and no parking on the right.,Data/coco_images_data/processed_success/325368/325368_sd_image.png,Yes,"The image features a sign that indicates ""No Bullshit to the Left"" and a ""No Parking"" sign, which aligns with the elements described in the prompt."
A yes bullshit to the left sign and no parking on the right.,Data/coco_images_data/processed_success/325368/325368_sd_image_opp.png,Yes,"The image displays a sign that includes ""BULLSHIT"" and ""PARKING,"" which aligns with the prompt mentioning a ""yes bullshit"" to the left sign and ""no parking."""
Adults enjoying fun time aboard sailboat on sunny day.,Data/coco_images_data/processed_success/183237/183237_sd_image.png,Yes,"The image features a group of adults laughing and enjoying themselves aboard a sailboat on a sunny day, which matches the prompt description."
Adults suffer fun time aboard sailboat on sunny day.,Data/coco_images_data/processed_success/183237/183237_sd_image_opp.png,Yes,"The image shows adults aboard a sailboat under a sunny sky, enjoying their time, which aligns with the prompt describing adults having fun on a sailboat on a sunny day."
a stop sign with graffiti depicting the phrase "stop war",Data/coco_images_data/processed_success/97369/97369_sd_image.png,No,"The image features a stop sign with graffiti, but the phrase ""stop war"" is not depicted; instead, the graffiti alters the original text to read ""STP PP,"" which does not align with the prompt."
a stop sign with graffiti depicting the phrase "stop peace",Data/coco_images_data/processed_success/97369/97369_sd_image_opp.png,Yes,"The image depicts a stop sign with graffiti that includes the phrase ""stop peace,"" which aligns with the given prompt."
A very clean kitchen with white cabinets and nice counter tops.,Data/coco_images_data/processed_success/364917/364917_sd_image.png,Yes,"The image depicts a clean kitchen featuring white cabinets and nice countertops, which aligns well with the given prompt."
A very clean kitchen with white cabinets and nasty counter tops.,Data/coco_images_data/processed_success/364917/364917_sd_image_opp.png,No,"The image depicts a very clean kitchen with white cabinets, but the counter tops appear clean and polished, which does not align with the prompt's description of ""nasty"" counter tops."
The comforter looks like it would keep it's owner nice and warm.,Data/coco_images_data/processed_success/360672/360672_sd_image.png,Yes,"The image shows a fluffy and thick comforter, which visually suggests that it would provide warmth and comfort to its owner, aligning with the prompt."
The comforter looks like it would keep it's owner nasty and warm.,Data/coco_images_data/processed_success/360672/360672_sd_image_opp.png,Yes,"The image depicts a plush, thick comforter that appears suitable for providing warmth and comfort, aligning with the prompt's description of keeping its owner warm."
"Bearded man wearing blue teeshirt, holding bunch of non-ripe banannas in hand as well as what appears to be carrot tops on top of the banannas. ",Data/coco_images_data/processed_success/426269/426269_sd_image.png,Yes,"The image features a bearded man wearing a blue t-shirt, holding a bunch of non-ripe bananas, which aligns with the given prompt. However, there are no visible carrot tops on top of the bananas, which is a minor discrepancy."
"Bearded man wearing blue teeshirt, let_go_of bunch of non-ripe banannas in hand as well as what appears to be carrot tops on top of the banannas. ",Data/coco_images_data/processed_success/426269/426269_sd_image_opp.png,No,"The image shows a bearded man wearing a blue t-shirt holding a bunch of ripe bananas, but it does not depict him letting go of the bananas or any carrot tops on top of them as described in the prompt."
The beautiful bedroom is clean and ready to be slept in ,Data/coco_images_data/processed_success/210973/210973_sd_image.png,Yes,"The image depicts a clean and aesthetically pleasing bedroom with a tidy bed, appropriate decor, and a calm atmosphere, aligning well with the prompt of being ready to be slept in."
The ugly bedroom is clean and ready to be slept in ,Data/coco_images_data/processed_success/210973/210973_sd_image_opp.png,No,"The image depicts a bedroom that appears cluttered and disorganized, which does not align with the prompt stating that the ""ugly bedroom is clean and ready to be slept in."""
A beautiful blonde woman kissing the cheek of a child in front of a chalk board.,Data/coco_images_data/processed_success/318168/318168_sd_image.png,Yes,"The image depicts a beautiful blonde woman kissing the cheek of a child in front of a chalkboard, which aligns perfectly with the given prompt."
A ugly blonde woman kissing the cheek of a child in front of a chalk board.,Data/coco_images_data/processed_success/318168/318168_sd_image_opp.png,No,"The image depicts a woman kissing a child, but it does not align with the prompt describing the woman as ""ugly,"" which is a subjective characterization not visually discernible in the image."
A smiling woman feeds brightly colored birds from a cup in her hand.,Data/coco_images_data/processed_success/102834/102834_sd_image.png,Yes,"The image depicts a smiling woman feeding brightly colored birds from a cup in her hand, which aligns perfectly with the given prompt."
